Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,fpl_base.Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Soldado,16,0,0,0,1,0,0,0,0,0,0,0,1,2,1,TOT,1 - 2,CRY,Away,21,FWD,8,Favourable,394,8,2015/01/10,17:30:00,8,7.6
Pantilimon,90,0,0,0,1,0,0,0,0,0,3,0,5,12,3,SUN,0 - 1,LIV,Home,21,GKP,21,Difficult,423,38,2015/01/10,12:45:00,4.5,4.5
O'Shea,90,0,0,0,1,0,0,0,0,0,0,0,4,12,2,SUN,0 - 1,LIV,Home,21,DEF,21,Difficult,424,74,2015/01/10,12:45:00,4.5,4.6
Brown,90,0,0,0,1,0,0,0,0,0,0,0,4,18,2,SUN,0 - 1,LIV,Home,21,DEF,21,Difficult,425,5,2015/01/10,12:45:00,4.5,4.3
van Aanholt,90,0,0,0,1,0,0,0,0,0,0,0,13,16,2,SUN,0 - 1,LIV,Home,21,DEF,21,Difficult,541,9,2015/01/10,12:45:00,4.5,4.1
Vergini,90,0,0,0,1,0,0,0,1,0,0,0,10,6,1,SUN,0 - 1,LIV,Home,21,DEF,21,Difficult,561,4,2015/01/10,12:45:00,4.5,4.5
Johnson,85,0,0,0,1,0,0,0,0,0,0,0,4,5,2,SUN,0 - 1,LIV,Home,21,MID,21,Difficult,429,33,2015/01/10,12:45:00,6.5,5.9
Larsson,90,0,0,0,1,0,0,0,0,0,0,0,10,7,2,SUN,0 - 1,LIV,Home,21,MID,21,Difficult,431,0.04,2015/01/10,12:45:00,5.5,5.3
Giaccherini,76,0,0,0,1,0,0,0,0,0,0,0,4,4,2,SUN,0 - 1,LIV,Home,21,MID,21,Difficult,434,0,2015/01/10,12:45:00,6,5.8
Bridcutt,48,0,0,0,1,0,0,0,0,1,0,0,3,0,-2,SUN,0 - 1,LIV,Home,21,MID,21,Difficult,437,4,2015/01/10,12:45:00,4.5,4.2
Gómez,90,0,0,0,1,0,0,0,0,0,0,0,12,5,2,SUN,0 - 1,LIV,Home,21,MID,21,Difficult,439,2,2015/01/10,12:45:00,5.5,5.1
Buckley,14,0,0,0,0,0,0,0,0,0,0,0,3,4,1,SUN,0 - 1,LIV,Home,21,MID,21,Difficult,568,0,2015/01/10,12:45:00,5.5,5
Wickham,76,0,0,0,1,0,0,0,0,0,0,0,2,2,2,SUN,0 - 1,LIV,Home,21,FWD,21,Difficult,440,7,2015/01/10,12:45:00,6,5.6
Mandron,5,0,0,0,0,0,0,0,0,0,0,0,-4,3,1,SUN,0 - 1,LIV,Home,21,FWD,21,Difficult,442,1,2015/01/10,12:45:00,4.5,4.3
Graham,14,0,0,0,0,0,0,0,0,0,0,0,0,3,1,SUN,0 - 1,LIV,Home,21,FWD,21,Difficult,446,0,2015/01/10,12:45:00,5,4.7
Heaton,90,0,0,0,1,0,0,0,0,0,6,0,19,15,4,BUR,2 - 1,QPR,Home,21,GKP,1,Very favourable,58,58,2015/01/10,15:00:00,4.5,4.7
Shackell,90,0,0,0,1,0,0,0,0,0,0,0,20,11,2,BUR,2 - 1,QPR,Home,21,DEF,1,Very favourable,61,5,2015/01/10,15:00:00,4.5,4.4
Mee,90,0,1,0,1,0,0,0,0,0,0,1,27,19,6,BUR,2 - 1,QPR,Home,21,DEF,1,Very favourable,64,1,2015/01/10,15:00:00,4.5,4.5
Trippier,90,0,0,0,1,0,0,0,0,0,0,1,20,19,3,BUR,2 - 1,QPR,Home,21,DEF,1,Very favourable,65,19,2015/01/10,15:00:00,5,4.8
Keane,90,0,0,0,1,0,0,0,0,0,0,0,19,4,2,BUR,2 - 1,QPR,Home,21,DEF,1,Very favourable,265,1,2015/01/10,15:00:00,4.5,4.2
Marney,90,0,0,0,1,0,0,0,1,0,0,0,17,7,1,BUR,2 - 1,QPR,Home,21,MID,1,Very favourable,66,5,2015/01/10,15:00:00,4.5,4.2
Jones,90,0,0,0,1,0,0,0,0,0,0,0,16,14,2,BUR,2 - 1,QPR,Home,21,MID,1,Very favourable,67,4,2015/01/10,15:00:00,4.5,4.5
Arfield,90,1,0,0,1,0,0,0,0,0,0,0,31,18,7,BUR,2 - 1,QPR,Home,21,MID,1,Very favourable,69,3,2015/01/10,15:00:00,5,4.7
Boyd,90,0,0,0,1,0,0,0,0,0,0,0,21,10,2,BUR,2 - 1,QPR,Home,21,MID,1,Very favourable,168,66,2015/01/10,15:00:00,4.5,4.5
Ings,90,1,0,0,1,0,0,0,0,0,0,3,28,37,9,BUR,2 - 1,QPR,Home,21,FWD,1,Very favourable,73,27,2015/01/10,15:00:00,6,5.5
Vokes,18,0,0,0,0,0,0,0,0,0,0,0,9,3,1,BUR,2 - 1,QPR,Home,21,FWD,1,Very favourable,74,0,2015/01/10,15:00:00,5.5,5.3
Barnes,72,0,1,0,1,0,0,0,1,0,0,0,24,8,4,BUR,2 - 1,QPR,Home,21,FWD,1,Very favourable,75,15,2015/01/10,15:00:00,4.5,4.4
Cech,90,0,0,1,0,0,0,0,0,0,4,0,17,25,7,CHE,2 - 0,NEW,Home,21,GKP,11,Average,77,18,2015/01/10,15:00:00,6,5.4
Terry,90,0,0,1,0,0,0,0,0,0,0,1,20,32,7,CHE,2 - 0,NEW,Home,21,DEF,11,Average,80,161,2015/01/10,15:00:00,6.5,7.1
Ivanovic,90,0,1,1,0,0,0,0,0,0,0,2,21,38,11,CHE,2 - 0,NEW,Home,21,DEF,11,Average,81,233,2015/01/10,15:00:00,7,7.7
Azpilicueta,36,0,0,0,0,0,0,0,0,0,0,0,13,4,1,CHE,2 - 0,NEW,Home,21,DEF,11,Average,82,0.09,2015/01/10,15:00:00,6,6.2
Filipe Luis,54,0,0,0,0,0,0,0,0,0,0,0,9,6,1,CHE,2 - 0,NEW,Home,21,DEF,11,Average,528,23,2015/01/10,15:00:00,6,5.3
Zouma,90,0,0,1,0,0,0,0,0,0,0,0,13,26,6,CHE,2 - 0,NEW,Home,21,DEF,11,Average,540,1,2015/01/10,15:00:00,5,4.2
Ramires,12,0,0,0,0,0,0,0,0,0,0,0,2,2,1,CHE,2 - 0,NEW,Home,21,MID,11,Average,86,4,2015/01/10,15:00:00,5.5,5.3
Hazard,90,0,0,1,0,0,0,0,0,0,0,0,22,20,3,CHE,2 - 0,NEW,Home,21,MID,11,Average,89,333,2015/01/10,15:00:00,10,10.8
Oscar,78,1,1,1,0,0,0,0,1,0,0,3,35,39,13,CHE,2 - 0,NEW,Home,21,MID,11,Average,90,45,2015/01/10,15:00:00,8.5,7.9
Willian,90,0,0,1,0,0,0,0,0,0,0,0,22,15,3,CHE,2 - 0,NEW,Home,21,MID,11,Average,94,5,2015/01/10,15:00:00,8,7.7
Matic,90,0,0,1,0,0,0,0,1,0,0,0,15,10,2,CHE,2 - 0,NEW,Home,21,MID,11,Average,95,41,2015/01/10,15:00:00,5.5,5.5
Fàbregas,90,0,0,1,0,0,0,0,0,0,0,0,20,19,3,CHE,2 - 0,NEW,Home,21,MID,11,Average,100,429,2015/01/10,15:00:00,9,9.1
Remy,7,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,CHE,2 - 0,NEW,Home,21,FWD,11,Average,335,19,2015/01/10,15:00:00,7.5,6.9
Costa,83,1,0,1,0,0,0,0,0,0,0,0,46,31,6,CHE,2 - 0,NEW,Home,21,FWD,11,Average,522,595,2015/01/10,15:00:00,10.5,10.6
Robles,90,0,0,0,1,0,0,0,0,0,1,0,7,9,2,EVE,1 - 1,MCI,Home,21,GKP,36,Extremely difficult,131,1,2015/01/10,15:00:00,5,4.8
Jagielka,90,0,0,0,1,0,0,0,0,0,0,0,9,14,2,EVE,1 - 1,MCI,Home,21,DEF,36,Extremely difficult,132,105,2015/01/10,15:00:00,5.5,5.8
Baines,90,0,1,0,1,0,0,0,0,0,0,0,18,25,5,EVE,1 - 1,MCI,Home,21,DEF,36,Extremely difficult,134,183,2015/01/10,15:00:00,7,7.1
Coleman,90,0,0,0,1,0,0,0,0,0,0,0,3,8,2,EVE,1 - 1,MCI,Home,21,DEF,36,Extremely difficult,137,51,2015/01/10,15:00:00,7,6.8
Stones,90,0,0,0,1,0,0,0,1,0,0,0,9,6,1,EVE,1 - 1,MCI,Home,21,DEF,36,Extremely difficult,139,7,2015/01/10,15:00:00,5.5,5.2
Barkley,90,0,0,0,1,0,0,0,0,0,0,0,5,12,2,EVE,1 - 1,MCI,Home,21,MID,36,Extremely difficult,145,38,2015/01/10,15:00:00,7,6.6
Mirallas,14,0,0,0,0,0,0,0,0,0,0,0,7,1,1,EVE,1 - 1,MCI,Home,21,MID,36,Extremely difficult,147,22,2015/01/10,15:00:00,7.5,7.2
McGeady,76,0,0,0,1,0,0,0,0,0,0,0,6,7,2,EVE,1 - 1,MCI,Home,21,MID,36,Extremely difficult,149,12,2015/01/10,15:00:00,5.5,5.3
Barry,90,0,0,0,1,0,0,0,0,0,0,0,9,14,2,EVE,1 - 1,MCI,Home,21,MID,36,Extremely difficult,151,18,2015/01/10,15:00:00,5,4.7
Besic,90,0,0,0,1,0,0,0,0,0,0,0,10,14,2,EVE,1 - 1,MCI,Home,21,MID,36,Extremely difficult,544,3,2015/01/10,15:00:00,5,4.5
Lukaku,90,0,0,0,1,0,0,0,0,0,0,0,25,3,2,EVE,1 - 1,MCI,Home,21,FWD,36,Extremely difficult,103,74,2015/01/10,15:00:00,9,8.7
Naismith,90,1,0,0,1,0,0,0,0,0,0,2,30,26,8,EVE,1 - 1,MCI,Home,21,FWD,36,Extremely difficult,152,0.12,2015/01/10,15:00:00,5,4.7
Hamer,90,0,0,1,0,0,0,0,0,0,1,0,14,22,6,LEI,1 - 0,AVL,Home,21,GKP,4,Very favourable,179,59,2015/01/10,15:00:00,4,4
Morgan,90,0,0,1,0,0,0,0,0,0,0,2,27,26,8,LEI,1 - 0,AVL,Home,21,DEF,4,Very favourable,180,3,2015/01/10,15:00:00,4.5,4.6
Wasilewski,90,0,0,1,0,0,0,0,0,0,0,1,14,25,7,LEI,1 - 0,AVL,Home,21,DEF,4,Very favourable,181,31,2015/01/10,15:00:00,4,3.9
Konchesky,90,1,0,1,0,0,0,0,0,0,0,3,33,35,15,LEI,1 - 0,AVL,Home,21,DEF,4,Very favourable,185,5,2015/01/10,15:00:00,4.5,4.4
Simpson,90,0,0,1,0,0,0,0,0,0,0,0,16,22,6,LEI,1 - 0,AVL,Home,21,DEF,4,Very favourable,324,2,2015/01/10,15:00:00,4.5,4.1
Hammond,74,0,0,1,0,0,0,0,1,0,0,0,10,1,2,LEI,1 - 0,AVL,Home,21,MID,4,Very favourable,188,1,2015/01/10,15:00:00,4.5,4.4
James,90,0,0,1,0,0,0,0,0,1,0,0,20,-4,0,LEI,1 - 0,AVL,Home,21,MID,4,Very favourable,189,1,2015/01/10,15:00:00,4.5,4.4
Knockaert,90,0,0,1,0,0,0,0,0,0,0,0,13,15,3,LEI,1 - 0,AVL,Home,21,MID,4,Very favourable,191,1,2015/01/10,15:00:00,5.5,5
King,16,0,0,0,0,0,0,0,0,0,0,0,3,4,1,LEI,1 - 0,AVL,Home,21,MID,4,Very favourable,192,15,2015/01/10,15:00:00,4.5,4.2
Albrighton,71,0,0,1,0,0,0,0,0,0,0,0,21,16,3,LEI,1 - 0,AVL,Home,21,MID,4,Very favourable,194,14,2015/01/10,15:00:00,4.5,4.3
Nugent,90,0,0,1,0,0,0,0,0,0,0,0,7,3,2,LEI,1 - 0,AVL,Home,21,FWD,4,Very favourable,195,4,2015/01/10,15:00:00,5.5,4.9
Vardy,19,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,LEI,1 - 0,AVL,Home,21,FWD,4,Very favourable,196,0.01,2015/01/10,15:00:00,5,4.6
Lawrence,19,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,LEI,1 - 0,AVL,Home,21,FWD,4,Very favourable,287,1,2015/01/10,15:00:00,4.5,4.3
Ulloa,71,0,0,1,0,0,0,0,0,0,0,0,10,-2,2,LEI,1 - 0,AVL,Home,21,FWD,4,Very favourable,532,66,2015/01/10,15:00:00,5.5,5
Fabianski,90,0,0,0,1,0,0,0,0,0,3,0,8,11,3,SWA,1 - 1,WHU,Home,21,GKP,16,Average,448,62,2015/01/10,15:00:00,5,5.3
Williams,90,0,0,0,1,0,0,0,0,0,0,0,8,18,2,SWA,1 - 1,WHU,Home,21,DEF,16,Average,449,104,2015/01/10,15:00:00,5,5.4
Taylor,90,0,0,0,1,0,0,0,0,0,0,0,16,18,2,SWA,1 - 1,WHU,Home,21,DEF,16,Average,450,75,2015/01/10,15:00:00,4.5,4.8
Rangel,90,0,0,0,1,0,0,0,0,0,0,0,17,14,2,SWA,1 - 1,WHU,Home,21,DEF,16,Average,452,7,2015/01/10,15:00:00,5,4.9
Fernández,90,0,0,0,1,0,0,0,0,0,0,0,8,19,2,SWA,1 - 1,WHU,Home,21,DEF,16,Average,584,1,2015/01/10,15:00:00,5,4.9
Carroll,90,0,0,0,1,0,0,0,0,0,0,0,12,17,2,SWA,1 - 1,WHU,Home,21,MID,16,Average,380,2,2015/01/10,15:00:00,4.5,4.4
Sigurdsson,73,0,0,0,1,0,0,0,0,0,0,0,7,12,2,SWA,1 - 1,WHU,Home,21,MID,16,Average,381,0.45,2015/01/10,15:00:00,6,6.5
Routledge,61,0,0,0,1,0,0,0,0,0,0,0,6,3,2,SWA,1 - 1,WHU,Home,21,MID,16,Average,460,17,2015/01/10,15:00:00,5.5,5.4
Dyer,61,0,0,0,1,0,0,0,0,0,0,0,8,13,2,SWA,1 - 1,WHU,Home,21,MID,16,Average,461,59,2015/01/10,15:00:00,5.5,5.2
Britton,90,0,0,0,1,0,0,0,0,0,0,0,9,16,2,SWA,1 - 1,WHU,Home,21,MID,16,Average,462,1,2015/01/10,15:00:00,4.5,4.4
Gomis,90,0,1,0,1,0,0,0,0,0,0,0,14,10,5,SWA,1 - 1,WHU,Home,21,FWD,16,Average,474,4,2015/01/10,15:00:00,7,6.5
Emnes,29,0,0,0,0,0,0,0,0,0,0,0,2,5,1,SWA,1 - 1,WHU,Home,21,FWD,16,Average,475,0,2015/01/10,15:00:00,5,4.9
Barrow,29,0,0,0,0,0,0,0,0,0,0,0,4,4,1,SWA,1 - 1,WHU,Home,21,FWD,16,Average,627,0,2015/01/10,15:00:00,4.5,4.4
Nélson Oliveira,17,0,0,0,0,0,0,0,0,0,0,0,2,5,1,SWA,1 - 1,WHU,Home,21,FWD,16,Average,658,0,2015/01/10,15:00:00,6,5.5
Foster,90,0,0,1,0,0,0,0,0,0,2,0,15,22,6,WBA,1 - 0,HUL,Home,21,GKP,4,Very favourable,477,63,2015/01/10,15:00:00,4.5,4.5
Wisdom,90,0,0,1,0,0,0,0,0,0,0,1,16,26,7,WBA,1 - 0,HUL,Home,21,DEF,4,Very favourable,207,193,2015/01/10,15:00:00,4,4
McAuley,90,0,0,1,0,0,0,0,0,0,0,1,14,26,7,WBA,1 - 0,HUL,Home,21,DEF,4,Very favourable,479,1,2015/01/10,15:00:00,5,4.7
Lescott,90,0,0,1,0,0,0,0,0,0,0,0,20,19,6,WBA,1 - 0,HUL,Home,21,DEF,4,Very favourable,483,11,2015/01/10,15:00:00,5,5.1
Baird,90,0,0,1,0,0,0,0,0,0,0,2,19,28,8,WBA,1 - 0,HUL,Home,21,DEF,4,Very favourable,484,6,2015/01/10,15:00:00,4,3.8
Sessegnon,75,0,0,1,0,0,0,0,0,0,0,0,13,4,3,WBA,1 - 0,HUL,Home,21,MID,4,Very favourable,486,5,2015/01/10,15:00:00,6,5.4
Gardner,15,0,0,0,0,0,0,0,0,0,0,0,3,4,1,WBA,1 - 0,HUL,Home,21,MID,4,Very favourable,489,1,2015/01/10,15:00:00,5.5,5.5
Morrison,90,0,0,1,0,0,0,0,0,0,0,0,18,21,3,WBA,1 - 0,HUL,Home,21,MID,4,Very favourable,490,1,2015/01/10,15:00:00,5.5,5.5
Brunt,90,0,0,1,0,0,0,0,0,0,0,0,15,10,3,WBA,1 - 0,HUL,Home,21,MID,4,Very favourable,492,3,2015/01/10,15:00:00,5.5,5.2
Yacob,90,0,0,1,0,0,0,0,1,0,0,0,15,11,2,WBA,1 - 0,HUL,Home,21,MID,4,Very favourable,493,2,2015/01/10,15:00:00,4.5,4.4
Anichebe,18,0,1,0,0,0,0,0,0,0,0,0,10,16,4,WBA,1 - 0,HUL,Home,21,FWD,4,Very favourable,495,2,2015/01/10,15:00:00,5,4.9
Berahino,90,1,0,1,0,0,0,0,0,0,0,3,37,41,9,WBA,1 - 0,HUL,Home,21,FWD,4,Very favourable,496,119,2015/01/10,15:00:00,5.5,5.6
Ideye,72,0,0,1,0,0,0,0,0,0,0,0,7,3,2,WBA,1 - 0,HUL,Home,21,FWD,4,Very favourable,531,0,2015/01/10,15:00:00,6,4.8
Speroni,90,0,0,0,1,0,0,0,0,0,4,0,17,14,3,CRY,2 - 1,TOT,Home,21,GKP,25,Difficult,104,27,2015/01/10,17:30:00,5,4.8
Ward,90,0,0,0,1,0,0,0,0,0,0,0,14,17,2,CRY,2 - 1,TOT,Home,21,DEF,25,Difficult,106,25,2015/01/10,17:30:00,5,4.7
Delaney,90,0,0,0,1,0,0,0,0,0,0,0,9,20,2,CRY,2 - 1,TOT,Home,21,DEF,25,Difficult,107,5,2015/01/10,17:30:00,5,4.9
Dann,90,0,0,0,1,0,0,0,1,0,0,0,15,17,1,CRY,2 - 1,TOT,Home,21,DEF,25,Difficult,112,9,2015/01/10,17:30:00,5,4.9
Kelly,90,0,0,0,1,0,0,0,0,0,0,0,10,16,2,CRY,2 - 1,TOT,Home,21,DEF,25,Difficult,201,4,2015/01/10,17:30:00,4.5,4.4
Bannan,45,0,0,0,0,0,0,0,1,0,0,0,4,1,0,CRY,2 - 1,TOT,Home,21,MID,25,Difficult,113,0,2015/01/10,17:30:00,5,4.7
Puncheon,90,1,0,0,1,0,0,0,1,0,0,3,40,38,9,CRY,2 - 1,TOT,Home,21,MID,25,Difficult,119,0.02,2015/01/10,17:30:00,6,5.5
Guédioura,45,0,0,0,1,0,0,0,1,0,0,0,2,0,0,CRY,2 - 1,TOT,Home,21,MID,25,Difficult,123,0,2015/01/10,17:30:00,4.5,4.4
Ledley,90,0,1,0,1,0,0,0,0,0,0,0,27,26,5,CRY,2 - 1,TOT,Home,21,MID,25,Difficult,125,1,2015/01/10,17:30:00,5.5,5.2
Zaha,17,0,1,0,0,0,0,0,0,0,0,0,23,14,4,CRY,2 - 1,TOT,Home,21,MID,25,Difficult,280,4,2015/01/10,17:30:00,5.5,5.1
McArthur,90,0,0,0,1,0,0,0,0,0,0,0,11,17,2,CRY,2 - 1,TOT,Home,21,MID,25,Difficult,598,0,2015/01/10,17:30:00,5.5,5.2
Murray,73,0,0,0,1,0,0,0,0,0,0,0,13,-3,2,CRY,2 - 1,TOT,Home,21,FWD,25,Difficult,126,0,2015/01/10,17:30:00,5.5,4.5
Gayle,86,1,0,0,1,0,0,0,0,0,0,2,42,32,8,CRY,2 - 1,TOT,Home,21,FWD,25,Difficult,127,4,2015/01/10,17:30:00,5.5,4.5
Campbell,4,0,0,0,0,0,0,0,1,0,0,0,-1,-2,0,CRY,2 - 1,TOT,Home,21,FWD,25,Difficult,536,13,2015/01/10,17:30:00,5.5,5
Begovic,90,0,0,0,3,0,0,0,0,0,3,0,5,10,2,STK,0 - 3,ARS,Away,21,GKP,31,Very difficult,395,0.06,2015/01/11,13:30:00,5,4.8
Shawcross,90,0,0,0,3,0,0,0,0,0,0,0,5,19,1,STK,0 - 3,ARS,Away,21,DEF,31,Very difficult,398,103,2015/01/11,13:30:00,5.5,5.3
Cameron,90,0,0,0,3,0,0,0,1,0,0,0,2,12,0,STK,0 - 3,ARS,Away,21,DEF,31,Very difficult,401,41,2015/01/11,13:30:00,4.5,4.2
Pieters,45,0,0,0,2,0,0,0,0,0,0,0,3,5,0,STK,0 - 3,ARS,Away,21,DEF,31,Very difficult,402,15,2015/01/11,13:30:00,5,4.6
Muniesa,45,0,0,0,1,0,0,0,0,0,0,0,7,6,1,STK,0 - 3,ARS,Away,21,DEF,31,Very difficult,403,1,2015/01/11,13:30:00,4.5,4.2
Wollscheid,90,0,0,0,3,0,0,0,1,0,0,0,2,12,0,STK,0 - 3,ARS,Away,21,DEF,31,Very difficult,656,0,2015/01/11,13:30:00,4.5,4.2
Ireland,18,0,0,0,0,0,0,0,0,0,0,0,8,3,1,STK,0 - 3,ARS,Away,21,MID,31,Very difficult,407,1,2015/01/11,13:30:00,5,4.7
